,carat,cut,color,clarity,depth,table,price,x,y,z
34520,1.24,Ideal,H,VVS1,61.9,55.0,8693,6.85,6.91,4.27
34521,0.7,Ideal,F,VS2,62.0,56.0,2671,5.71,5.74,3.55
34522,1.0,Very Good,D,SI1,61.3,54.0,5390,6.37,6.39,3.91
34523,0.56,Ideal,D,SI1,61.4,57.0,1723,5.31,5.34,3.27
34524,0.72,Good,F,SI2,63.8,59.0,1609,5.64,5.58,3.58
34525,0.31,Good,I,SI1,63.8,55.0,408,4.31,4.34,2.76
34526,1.21,Premium,D,VVS2,61.1,59.0,14841,6.9,6.89,4.21
34527,0.73,Premium,H,SI2,62.5,58.0,2234,5.73,5.69,3.57
34528,0.38,Ideal,E,SI1,61.4,57.0,653,4.64,4.67,2.86
34529,1.57,Ideal,F,SI1,62.4,56.0,11523,7.46,7.41,4.64
34530,0.42,Ideal,G,VS2,61.9,57.0,1048,4.83,4.79,2.98
34531,1.06,Ideal,G,VS2,62.3,56.0,7255,6.49,6.54,4.06
34532,0.7,Ideal,G,SI1,60.5,57.0,2460,5.74,5.79,3.49
34533,0.42,Premium,G,VS1,60.9,58.0,984,4.84,4.81,2.94
34534,1.12,Very Good,G,SI2,60.2,59.0,4852,6.7,6.85,4.08
34535,0.82,Very Good,E,SI1,62.0,60.0,3373,5.96,6.0,3.71
34536,1.6,Ideal,J,VS2,62.1,56.0,9681,7.47,7.51,4.65
34537,1.08,Fair,E,SI1,53.8,63.0,4790,6.99,6.81,3.71
34538,0.3,Good,E,VVS1,61.2,63.0,739,4.24,4.26,2.6
34539,1.3,Premium,I,VS2,60.3,60.0,5242,7.01,6.99,4.22
34540,0.71,Very Good,F,VVS1,61.8,58.0,3692,5.63,5.73,3.51
34541,0.38,Ideal,E,VVS2,61.9,53.8,1073,4.66,4.7,2.9
34542,0.5,Ideal,D,VS1,62.2,54.4,2033,5.07,5.11,3.16
34543,0.35,Ideal,H,IF,61.7,56.0,984,4.55,4.53,2.8
34544,0.3,Good,E,VVS1,63.5,57.0,775,4.23,4.27,2.7
34545,0.51,Ideal,E,VS2,60.1,57.0,1909,5.23,5.19,3.13
34546,0.5,Very Good,E,SI2,61.6,58.0,1235,5.08,5.11,3.14
34547,1.22,Ideal,E,VVS2,63.0,55.0,12036,6.83,6.78,4.29
34548,0.32,Very Good,G,SI1,62.0,58.5,540,4.36,4.41,2.72
34549,1.7,Very Good,I,VS1,62.3,58.1,12311,7.57,7.66,4.74
34550,1.14,Ideal,D,VS1,59.8,57.0,9193,6.83,6.74,4.06
34551,0.31,Premium,D,SI1,61.4,58.0,732,4.39,4.34,2.68
34552,2.0,Premium,J,VVS2,63.0,59.0,15214,8.0,7.97,5.03
34553,0.39,Ideal,E,VVS2,61.9,55.0,1034,4.7,4.74,2.92
34554,1.02,Ideal,E,SI1,62.2,57.0,5553,6.41,6.45,4.0
34555,0.5,Ideal,F,SI1,60.2,63.0,1374,5.12,5.15,3.09
34556,0.52,Ideal,G,IF,61.7,56.0,2267,5.15,5.19,3.19
34557,0.41,Premium,F,VS2,60.3,60.0,1107,4.84,4.81,2.91
34558,0.77,Very Good,D,SI1,60.3,58.0,3166,5.89,5.96,3.57
34559,0.3,Good,G,VVS2,63.8,56.0,684,4.27,4.29,2.73
34560,0.52,Ideal,H,VVS1,61.7,55.0,1847,5.2,5.17,3.2
34561,0.36,Premium,H,VS1,60.5,59.0,631,4.6,4.63,2.79
34562,0.35,Ideal,D,VS2,60.5,56.0,707,4.6,4.63,2.79
34563,1.02,Premium,F,SI1,62.3,58.0,5301,6.38,6.46,4.0
34564,0.32,Very Good,E,SI1,62.3,55.0,584,4.36,4.38,2.72
34565,0.53,Ideal,E,SI2,61.2,55.0,1229,5.23,5.26,3.21
34566,1.08,Very Good,G,VS2,63.2,60.0,6096,6.53,6.44,4.1
34567,1.2,Ideal,I,SI1,62.6,58.0,5376,6.74,6.71,4.21
34568,0.81,Premium,D,SI1,62.4,59.0,3266,5.96,5.89,3.7
34569,0.9,Very Good,J,VS1,62.4,57.0,3643,6.13,6.18,3.84
34570,0.36,Premium,E,VS2,62.1,59.0,1013,4.59,4.55,2.84
34571,1.0,Good,D,SI1,61.9,65.0,5005,6.31,6.36,3.92
34572,1.52,Ideal,I,SI1,61.2,55.4,9067,7.38,7.45,4.54
34573,0.75,Premium,D,SI2,60.3,61.0,2307,5.88,5.86,3.54
34574,0.32,Premium,E,SI1,60.4,61.0,672,4.42,4.39,2.66
34575,1.01,Premium,E,SI1,59.9,59.0,4991,6.49,6.46,3.88
34576,0.36,Very Good,I,VVS2,59.7,55.0,571,4.65,4.69,2.79
34577,0.42,Premium,F,VVS1,60.5,58.0,1389,4.84,4.81,2.92
34578,1.04,Premium,G,VS2,61.8,58.0,6709,6.51,6.46,4.01
34579,1.01,Premium,E,VS2,62.4,60.0,6606,6.43,6.39,4.0
34580,0.28,Ideal,E,VVS1,62.0,56.0,646,4.19,4.23,2.61
34581,0.3,Very Good,E,VS2,61.6,61.0,585,4.26,4.31,2.64
34582,1.02,Good,H,SI2,61.4,60.0,4521,6.44,6.49,3.97
34583,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74
34584,0.71,Fair,I,VS1,57.1,57.0,2318,5.87,5.9,3.36
34585,0.33,Premium,F,VS2,60.0,60.0,740,4.49,4.45,2.68
34586,1.51,Very Good,E,VS2,60.8,60.0,14338,7.3,7.36,4.46
34587,0.36,Ideal,H,VS2,62.1,55.0,568,4.57,4.61,2.85
34588,1.2,Very Good,H,SI1,61.4,63.0,4603,6.76,6.72,4.14
34589,2.06,Premium,I,SI2,62.2,60.0,11190,8.14,8.1,5.05
34590,0.36,Premium,E,SI1,61.3,56.0,810,4.62,4.58,2.82
34591,1.02,Very Good,F,VVS1,62.4,58.0,8990,6.38,6.41,3.99
34592,0.44,Ideal,I,VS2,61.9,54.0,732,4.91,4.95,3.05
34593,1.0,Good,F,VS2,63.3,55.0,6267,6.29,6.34,4.0
34594,0.54,Ideal,F,SI1,61.5,55.0,1327,5.25,5.28,3.24
34595,0.77,Very Good,D,SI1,58.6,59.0,3160,6.0,6.04,3.53
34596,0.74,Good,E,VS2,63.9,54.0,3163,5.77,5.81,3.7
34597,1.73,Very Good,I,VS1,63.4,58.0,11843,7.57,7.6,4.81
34598,0.52,Very Good,G,VS1,61.8,58.0,1581,5.19,5.16,3.2
34599,0.27,Ideal,H,IF,61.6,56.0,566,4.18,4.21,2.58
34600,1.23,Premium,G,VS1,62.2,58.0,5786,6.78,6.74,4.27
34601,1.04,Premium,E,SI2,61.6,58.0,3914,6.52,6.45,3.99
34602,0.3,Ideal,E,VS2,61.8,56.0,658,4.29,4.32,2.66
34603,0.52,Premium,E,VS1,61.6,58.0,1668,5.14,5.18,3.18
34604,1.01,Very Good,H,VVS2,63.3,57.0,6097,6.39,6.35,4.03
34605,1.25,Ideal,H,VS2,61.1,55.0,8498,6.94,6.97,4.25
34606,0.25,Very Good,E,VS2,63.3,60.0,404,4.0,4.03,2.54
34607,0.32,Ideal,F,VS2,62.4,55.0,645,4.41,4.43,2.76
34608,1.02,Good,G,VS1,63.3,58.0,6738,6.38,6.42,4.05
34609,0.3,Ideal,E,VS1,60.5,55.0,775,4.35,4.38,2.64
34610,0.3,Ideal,F,SI1,61.4,58.0,475,4.3,4.33,2.65
34611,1.22,Ideal,H,SI2,61.7,56.0,5807,6.91,6.83,4.24
34612,0.52,Ideal,F,IF,62.2,55.0,2783,5.14,5.18,3.21
34613,0.81,Ideal,E,SI2,60.2,57.0,2938,6.1,6.06,3.66
34614,0.31,Ideal,H,VVS1,62.2,54.0,907,4.39,4.36,2.72
34615,1.01,Good,D,SI2,65.1,57.0,4468,6.27,6.32,4.1
34616,0.3,Very Good,E,VVS2,62.9,55.0,840,4.25,4.27,2.68
34617,0.42,Very Good,D,VS1,58.4,61.0,912,4.91,4.95,2.88
34618,0.27,Good,D,VVS2,64.3,55.0,693,4.14,4.09,2.65
34619,1.43,Ideal,G,SI1,62.6,57.0,8969,7.18,7.14,4.48
34620,0.74,Premium,D,SI1,60.6,60.0,2655,5.88,5.84,3.55
34621,1.01,Very Good,F,VS1,63.7,56.0,7001,6.27,6.33,4.01
34622,1.01,Good,F,SI1,63.7,57.0,4899,6.35,6.4,4.06
34623,0.81,Very Good,G,SI1,62.3,59.0,3095,5.93,5.98,3.71
34624,0.7,Very Good,F,SI1,61.1,59.0,2264,5.68,5.78,3.5
34625,0.5,Good,G,SI2,63.8,57.0,1107,5.02,4.98,3.19
34626,0.3,Premium,D,VS2,60.6,58.0,911,4.36,4.32,2.63
34627,0.5,Very Good,F,VS2,60.6,58.0,1436,5.07,5.12,3.09
34628,0.65,Ideal,H,SI1,61.5,55.0,1908,5.59,5.63,3.45
34629,0.74,Very Good,H,SI2,62.1,58.0,2222,5.82,5.78,3.6
34630,0.3,Ideal,E,SI1,61.3,56.0,640,4.34,4.37,2.67
34631,1.01,Good,G,VS2,63.7,56.0,5701,6.4,6.32,4.05
34632,2.0,Premium,I,VS2,60.7,60.0,16544,8.02,8.07,4.88
34633,0.46,Ideal,I,VVS1,61.7,57.0,974,4.96,4.99,3.07
34634,0.5,Ideal,G,SI1,60.2,57.0,1857,5.16,5.2,3.12
34635,0.41,Ideal,G,VS1,61.5,56.0,961,4.79,4.77,2.94
34636,0.9,Very Good,H,SI2,62.0,58.0,3324,6.11,6.12,3.79
34637,1.01,Very Good,E,VS1,62.2,56.0,7039,6.38,6.42,3.98
34638,0.9,Ideal,H,VS1,61.8,55.0,4964,6.21,6.14,3.82
34639,0.36,Ideal,E,VS2,60.8,56.0,1013,4.64,4.6,2.81
34640,1.0,Premium,F,VS2,61.9,59.0,5606,6.38,6.34,3.94
34641,0.57,Ideal,F,VS2,61.7,57.0,1847,5.36,5.33,3.3
34642,0.9,Premium,D,SI2,62.9,56.0,4007,6.19,6.09,3.86
34643,0.31,Ideal,G,IF,61.3,57.0,891,4.39,4.42,2.7
34644,1.02,Very Good,F,SI1,62.2,56.0,5222,6.39,6.43,3.99
34645,1.01,Good,H,SI2,63.7,55.0,3999,6.32,6.37,4.04
34646,1.04,Ideal,F,SI1,61.3,56.0,5495,6.51,6.55,4.0
34647,0.92,Premium,E,SI1,59.4,62.0,4183,6.3,6.24,3.73
34648,0.4,Ideal,G,SI1,61.3,56.0,701,4.73,4.76,2.91
34649,1.02,Ideal,E,IF,62.6,57.0,11605,6.47,6.41,4.03
34650,0.53,Very Good,G,VVS2,62.2,54.0,1827,5.19,5.23,3.23
34651,0.32,Premium,H,IF,61.2,58.0,842,4.37,4.39,2.68
34652,0.5,Ideal,J,VS1,63.0,56.0,984,5.08,5.05,3.19
34653,0.41,Very Good,H,SI1,61.4,60.0,683,4.73,4.78,2.92
34654,1.51,Very Good,I,IF,62.2,62.0,12291,7.3,7.33,4.55
34655,1.21,Very Good,H,VS1,62.6,58.0,7445,6.71,6.75,4.21
34656,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58
34657,0.7,Very Good,H,SI1,61.5,57.0,2107,5.64,5.68,3.48
34658,0.38,Premium,I,VS2,61.7,59.0,812,4.64,4.6,2.85
34659,0.31,Ideal,D,VS2,61.2,55.0,942,4.46,4.36,2.7
34660,0.73,Premium,F,SI1,61.2,60.0,2599,5.78,5.73,3.52
34661,2.35,Premium,J,VS1,60.7,60.0,14399,8.64,8.6,5.23
34662,0.59,Premium,E,VS2,62.3,55.0,1883,5.43,5.39,3.37
34663,0.3,Very Good,G,IF,62.8,57.0,895,4.28,4.32,2.7
34664,0.71,Premium,I,VVS1,62.0,58.0,2549,5.65,5.7,3.52
34665,0.7,Fair,H,SI1,65.2,58.0,2048,5.49,5.55,3.6
34666,0.41,Good,I,VVS2,63.5,57.0,827,4.72,4.76,3.01
34667,1.23,Premium,I,SI2,62.1,59.0,4773,6.83,6.79,4.23
34668,0.34,Ideal,E,VVS2,60.8,58.0,838,4.51,4.53,2.75
34669,0.31,Very Good,G,SI2,61.8,59.0,408,4.3,4.34,2.67
34670,0.43,Ideal,J,IF,62.4,56.0,952,4.87,4.84,3.03
34671,0.31,Ideal,D,VS2,62.3,55.0,734,4.33,4.37,2.71
34672,0.3,Premium,F,VS2,60.7,58.0,776,4.35,4.32,2.63
34673,1.0,Very Good,E,SI2,63.9,57.0,4321,6.24,6.27,4.0
34674,1.8,Ideal,D,SI2,62.9,54.0,7862,7.77,7.74,4.88
34675,1.01,Premium,G,VS2,60.7,61.0,5864,6.46,6.42,3.91
34676,0.76,Ideal,D,SI2,62.2,57.0,2682,5.83,5.85,3.63
34677,0.92,Premium,D,I1,63.0,58.0,2698,6.18,6.13,3.88
34678,2.01,Ideal,I,SI1,62.8,57.0,10389,8.04,7.98,5.03
34679,0.26,Ideal,F,VVS1,60.3,56.0,733,4.15,4.17,2.51
34680,0.32,Premium,H,VVS1,61.4,58.0,936,4.42,4.37,2.7
34681,2.03,Premium,F,SI1,61.3,59.0,17803,8.15,8.22,5.02
34682,1.01,Very Good,G,VS1,59.3,57.0,7451,6.55,6.6,3.9
34683,1.71,Very Good,F,VS2,58.5,61.0,17052,7.88,7.79,4.58
34684,0.3,Good,H,SI1,63.8,55.0,432,4.2,4.26,2.7
34685,1.02,Premium,I,SI1,62.7,55.0,4284,6.48,6.41,4.04
34686,0.33,Very Good,F,VVS2,62.5,59.0,810,4.4,4.47,2.77
34687,1.26,Good,G,SI1,63.2,61.0,6874,6.81,6.87,4.32
34688,2.03,Very Good,E,SI2,63.7,58.0,16412,7.91,7.94,5.05
34689,0.41,Ideal,G,VS2,62.1,57.0,1061,4.78,4.72,2.95
34690,2.15,Ideal,I,SI1,60.9,56.0,13006,8.38,8.33,5.09
34691,0.57,Ideal,D,VS2,61.8,56.0,1998,5.31,5.34,3.29
34692,0.84,Ideal,D,VVS1,62.0,54.0,6399,6.04,6.08,3.76
34693,0.24,Very Good,E,VVS1,62.5,59.0,552,3.96,4.01,2.49
34694,0.34,Very Good,F,SI2,63.0,58.0,447,4.45,4.47,2.81
34695,1.0,Good,G,SI1,64.4,54.0,4882,6.29,6.32,4.06
34696,0.41,Premium,I,SI2,61.6,59.0,692,4.79,4.76,2.94
34697,0.62,Very Good,E,SI2,58.8,63.0,1624,5.58,5.61,3.29
34698,1.21,Premium,J,VS2,62.4,58.0,4268,6.83,6.79,4.25
34699,1.0,Premium,D,SI1,62.2,58.0,5723,6.45,6.34,3.98
34700,0.94,Premium,H,VS2,60.1,59.0,4629,6.32,6.35,3.81
34701,0.71,Premium,F,SI2,62.3,60.0,2060,5.67,5.7,3.54
34702,0.8,Very Good,F,SI1,61.6,56.0,3267,5.96,6.0,3.68
34703,2.28,Premium,J,VS2,62.9,58.0,16564,8.42,8.34,5.27
34704,1.71,Very Good,I,VS2,62.8,59.0,11850,7.52,7.58,4.74
34705,0.6,Ideal,G,VS2,62.0,54.0,1861,5.43,5.47,3.38
34706,0.53,Premium,H,SI2,62.5,60.0,1015,5.16,5.18,3.23
34707,1.28,Ideal,F,VVS2,62.2,56.0,12958,6.95,6.91,4.32
34708,0.33,Very Good,H,VVS2,62.4,60.0,666,4.39,4.42,2.75
34709,0.52,Ideal,E,VS2,60.4,57.0,1694,5.22,5.17,3.14
34710,0.71,Good,I,SI2,61.3,63.0,1922,5.66,5.7,3.48
34711,1.02,Very Good,G,SI1,62.9,56.0,4704,6.36,6.4,4.01
34712,0.5,Premium,E,VS1,58.8,62.0,1698,5.17,5.14,3.03
34713,1.55,Ideal,J,VS2,61.7,57.0,7416,7.37,7.42,4.56
34714,0.93,Ideal,G,IF,62.2,58.0,5879,6.25,6.22,3.88
34715,0.39,Ideal,F,VS1,62.2,56.0,958,4.63,4.7,2.9
34716,1.54,Fair,F,SI2,64.4,60.0,7848,7.26,7.16,4.64
34717,0.81,Ideal,H,SI1,61.9,56.0,3514,5.92,5.97,3.68
34718,0.57,Very Good,G,SI2,60.5,56.0,1171,5.41,5.44,3.28
34719,0.54,Ideal,G,SI1,61.2,58.0,1404,5.27,5.29,3.23
34720,0.7,Fair,G,I1,67.5,55.0,1069,5.59,5.37,3.71
34721,1.2,Very Good,I,VS2,62.3,56.0,5955,6.76,6.81,4.23
34722,0.51,Ideal,G,VVS2,61.2,55.0,1974,5.18,5.15,3.16
34723,0.91,Ideal,J,VS2,62.1,56.0,3256,6.18,6.22,3.85
34724,0.5,Ideal,E,SI1,62.2,57.0,1415,5.11,5.05,3.16
34725,0.41,Ideal,D,VS1,61.1,56.0,1427,4.8,4.83,2.94
34726,0.5,Premium,G,VS2,61.5,57.0,1415,5.12,5.09,3.14
34727,0.9,Premium,I,VS1,62.9,60.0,3484,6.09,6.05,3.82
34728,0.3,Premium,E,VS2,61.8,58.0,844,4.36,4.31,2.68
34729,0.41,Very Good,F,VS1,58.6,61.0,1007,4.83,4.87,2.84
34730,0.6,Ideal,E,VS2,62.0,57.0,2061,5.41,5.42,3.36
34731,0.51,Ideal,F,SI2,61.3,57.0,1146,5.16,5.19,3.17
34732,1.2,Good,G,SI2,63.6,54.0,5141,6.75,6.71,4.28
34733,0.91,Good,F,SI1,63.9,55.0,4279,6.1,6.17,3.92
34734,0.72,Premium,J,VS1,63.0,56.0,1875,5.72,5.67,3.59
34735,0.42,Ideal,E,SI1,62.1,55.0,953,4.81,4.79,2.98
34736,2.02,Ideal,I,SI1,62.4,56.0,16128,8.07,8.11,5.05
34737,0.32,Good,I,SI2,63.1,58.0,374,4.34,4.41,2.76
34738,0.31,Ideal,G,VVS2,62.1,56.0,907,4.33,4.27,2.67
34739,1.17,Fair,H,SI2,60.0,66.0,4717,6.86,6.78,4.09
34740,2.15,Very Good,J,SI1,62.4,60.0,13622,8.18,8.24,5.12
34741,0.42,Ideal,D,SI1,63.0,55.0,970,4.79,4.76,3.01
34742,1.11,Very Good,I,SI2,63.7,58.0,3882,6.57,6.53,4.17
34743,0.34,Ideal,I,SI1,61.9,57.0,459,4.49,4.52,2.79
34744,0.28,Ideal,E,VVS2,60.3,57.0,828,4.25,4.21,2.55
34745,0.33,Ideal,D,SI1,62.0,56.0,567,4.44,4.47,2.76
34746,1.26,Very Good,G,VVS1,60.2,59.0,10922,6.98,7.07,4.23
34747,0.3,Premium,G,SI1,61.6,59.0,574,4.28,4.26,2.63
34748,0.89,Good,H,SI2,63.3,59.0,3002,6.04,6.09,3.84
34749,0.9,Fair,F,VS2,64.4,53.0,4229,6.08,6.04,3.9
34750,0.5,Very Good,F,VS2,61.5,61.0,1436,5.09,5.12,3.14
34751,0.23,Premium,I,VVS1,60.5,61.0,414,3.98,3.95,2.4
34752,0.32,Very Good,G,VVS1,58.1,59.0,842,4.49,4.53,2.62
34753,1.07,Premium,G,SI1,61.0,58.0,5091,6.66,6.59,4.04
34754,1.2,Premium,H,SI1,59.3,60.0,5822,7.0,6.92,4.13
34755,1.5,Good,H,SI2,58.4,62.0,7714,7.44,7.49,4.36
34756,0.34,Premium,H,VS2,62.4,60.0,689,4.44,4.41,2.76
34757,0.51,Ideal,G,VVS2,61.6,56.0,1827,5.12,5.14,3.16
34758,1.21,Very Good,I,SI1,63.3,60.0,4404,6.76,6.69,4.26
34759,1.08,Ideal,G,SI2,62.2,56.0,4627,6.59,6.56,4.09
34760,0.55,Ideal,D,VS1,61.5,56.0,2020,5.28,5.26,3.24
34761,0.5,Premium,E,VS2,61.8,59.0,1420,5.07,5.02,3.12
34762,0.29,Ideal,E,SI1,60.4,54.0,677,4.32,4.36,2.62
34763,1.01,Very Good,F,SI1,60.7,58.0,5248,6.4,6.51,3.92
34764,1.02,Ideal,G,SI1,62.1,55.0,5426,6.46,6.49,4.02
34765,0.41,Ideal,E,VVS2,62.2,54.0,1187,4.76,4.79,2.97
34766,1.02,Premium,G,VS2,61.5,59.0,5250,6.4,6.45,3.95
34767,0.3,Ideal,G,VVS1,62.6,54.0,789,4.31,4.32,2.7
34768,0.54,Premium,D,VS1,61.1,58.0,2100,5.3,5.24,3.22
34769,0.7,Fair,H,SI1,65.5,57.0,2048,5.53,5.59,3.64
34770,0.39,Ideal,I,VS1,62.5,54.0,816,4.67,4.7,2.92
34771,0.55,Ideal,F,VS2,62.1,55.0,1871,5.27,5.25,3.26
34772,0.44,Ideal,E,SI1,62.6,56.0,1040,4.9,4.84,3.05
34773,0.33,Ideal,I,VS2,62.4,56.0,463,4.39,4.43,2.75
34774,0.72,Ideal,E,SI1,60.8,55.0,2869,5.77,5.84,3.53
34775,2.03,Ideal,J,VS2,60.5,57.0,14083,8.26,8.2,4.98
34776,0.32,Ideal,I,VVS2,62.2,54.5,567,4.38,4.42,2.74
34777,1.01,Premium,G,SI1,59.6,58.0,5034,6.61,6.54,3.92
34778,0.54,Ideal,G,VS1,61.4,57.0,1684,5.23,5.2,3.2
34779,2.02,Premium,J,SI2,62.1,60.0,11165,7.98,8.09,4.99
34780,0.9,Premium,H,SI2,59.2,60.0,3326,6.3,6.24,3.71
34781,0.5,Very Good,E,SI1,60.7,61.0,1316,5.09,5.12,3.1
34782,1.52,Premium,H,SI2,62.6,60.0,6086,7.34,7.3,4.58
34783,0.31,Ideal,I,VS1,61.7,54.6,502,4.38,4.39,2.71
34784,0.56,Ideal,D,VS2,61.1,56.0,1963,5.3,5.33,3.25
34785,0.63,Very Good,H,VVS1,62.0,57.0,2127,5.47,5.5,3.4
34786,0.77,Premium,E,SI1,59.8,61.0,2889,5.99,5.95,3.57
34787,1.01,Premium,E,VS2,62.5,58.0,6606,6.44,6.4,4.01
34788,1.0,Good,J,VS2,57.6,58.0,3422,6.59,6.56,3.79
34789,0.79,Ideal,H,VVS2,62.4,56.0,3417,5.91,5.94,3.7
34790,0.57,Ideal,D,VS2,61.4,56.0,2103,5.37,5.34,3.29
34791,0.3,Premium,H,VVS1,62.3,58.0,684,4.29,4.32,2.68
34792,0.51,Very Good,G,VS2,62.9,58.0,1438,5.06,5.11,3.2
34793,0.55,Premium,F,VS2,62.7,58.0,2376,5.28,5.25,3.3
34794,2.4,Ideal,J,SI1,60.6,57.0,16274,8.62,8.76,5.26
34795,0.3,Ideal,I,VS1,62.2,53.9,486,4.29,4.33,2.68
34796,0.33,Very Good,G,VS2,60.6,61.0,579,4.46,4.49,2.71
34797,0.58,Very Good,G,SI2,63.3,58.0,1117,5.26,5.29,3.34
34798,1.02,Ideal,D,SI2,58.9,61.0,4971,6.56,6.62,3.88
34799,0.32,Very Good,E,SI1,63.1,56.0,672,4.37,4.34,2.75
34800,0.7,Premium,E,SI2,62.0,60.0,2376,5.72,5.67,3.53
34801,1.02,Very Good,H,VS2,63.3,55.0,4604,6.4,6.33,4.03
34802,1.2,Ideal,H,SI1,62.5,56.0,6742,6.84,6.79,4.26
34803,1.23,Premium,G,VS2,61.6,58.0,5654,6.91,6.85,4.24
34804,0.5,Very Good,D,VS1,62.3,57.0,1847,5.04,5.07,3.15
34805,1.55,Ideal,E,SI1,62.3,56.0,12646,7.43,7.37,4.61
34806,1.07,Very Good,G,VS2,60.0,56.0,7611,6.67,6.69,4.01
34807,1.3,Ideal,G,VVS2,62.0,57.0,11073,6.96,7.03,4.34
34808,0.7,Premium,E,SI2,63.0,58.0,2335,5.69,5.64,3.57
34809,1.04,Very Good,F,SI2,62.4,54.0,4364,6.46,6.53,4.05
34810,1.03,Very Good,H,SI1,60.4,60.0,5050,6.41,6.53,3.91
34811,0.9,Premium,D,SI1,62.6,58.0,4304,6.15,6.11,3.84
34812,2.16,Ideal,F,I1,61.0,57.0,9036,8.4,8.32,5.1
34813,1.27,Ideal,E,SI2,60.8,57.0,7023,7.0,7.02,4.26
34814,0.71,Fair,F,SI1,62.6,57.0,2088,5.73,5.68,3.57
34815,0.41,Premium,G,VS1,62.6,58.0,899,4.7,4.75,2.96
34816,1.02,Good,E,SI1,63.7,62.0,4443,6.31,6.4,4.05
34817,0.27,Ideal,F,VS2,61.9,54.0,583,4.14,4.16,2.57
34818,0.39,Premium,J,VVS1,62.5,58.0,921,4.67,4.61,2.9
34819,0.99,Ideal,H,SI1,61.1,56.0,5287,6.44,6.47,3.94
34820,0.23,Premium,D,VVS2,60.4,59.0,680,4.0,3.95,2.4
34821,0.32,Premium,F,VS2,60.2,59.0,828,4.43,4.4,2.66
34822,0.4,Premium,F,SI2,62.6,60.0,810,4.68,4.65,2.92
34823,0.41,Ideal,G,IF,61.0,57.0,1367,4.79,4.81,2.93
34824,1.02,Good,H,SI2,64.0,57.0,3656,6.41,6.37,4.09
34825,0.32,Ideal,H,VS1,61.3,55.0,561,4.41,4.43,2.71
34826,0.52,Very Good,E,SI2,62.9,56.0,1120,5.12,5.15,3.23
34827,1.21,Premium,J,SI2,60.8,58.0,3984,6.93,6.88,4.19
34828,0.34,Ideal,E,SI1,61.8,56.0,765,4.48,4.45,2.76
34829,0.32,Ideal,D,VS1,61.4,57.0,814,4.4,4.43,2.71
34830,1.0,Premium,H,SI1,62.4,59.0,4816,6.42,6.37,3.99
34831,0.36,Ideal,F,VS1,61.9,56.0,1013,4.59,4.56,2.83
34832,0.32,Premium,I,VVS2,61.9,59.0,561,4.35,4.38,2.7
34833,1.37,Very Good,I,SI2,62.2,59.0,5834,7.07,7.17,4.43
34834,1.23,Premium,J,VS1,62.7,58.0,5510,6.82,6.79,4.27
34835,0.35,Ideal,F,VS2,62.2,55.0,706,4.48,4.53,2.8
34836,2.06,Ideal,H,SI2,62.0,57.0,11040,8.1,8.06,5.01
34837,0.41,Premium,E,SI1,62.4,58.0,755,4.75,4.77,2.97
34838,0.34,Ideal,D,SI1,62.3,57.0,626,4.44,4.48,2.78
34839,0.91,Ideal,D,SI2,62.6,54.0,4067,6.22,6.25,3.9
34840,2.01,Very Good,I,SI1,58.9,63.0,15140,8.22,8.16,4.82
34841,2.28,Premium,H,SI2,62.1,59.0,18055,8.44,8.4,5.23
34842,0.5,Fair,F,SI2,65.5,54.0,1031,5.06,4.92,3.25
34843,0.41,Premium,G,VVS2,62.2,58.0,1056,4.82,4.76,2.98
34844,1.21,Very Good,H,SI1,62.8,56.0,6022,6.8,6.83,4.28
34845,0.33,Ideal,G,VS2,62.2,56.0,743,4.47,4.44,2.77
34846,1.01,Fair,F,SI2,65.2,57.0,3837,6.33,6.24,4.1
34847,1.16,Ideal,D,VS1,61.2,58.0,10241,6.73,6.76,4.13
34848,1.0,Premium,G,VS2,63.0,59.0,5806,6.4,6.36,4.02
34849,0.24,Very Good,G,VVS2,62.0,56.0,449,4.0,4.03,2.49
34850,1.52,Ideal,F,SI1,62.2,56.0,12183,7.41,7.31,4.58
34851,0.24,Very Good,F,VVS1,59.4,60.0,478,4.04,4.08,2.41
34852,2.01,Ideal,F,SI2,61.3,60.0,17798,8.05,8.1,4.95
34853,1.31,Very Good,J,SI1,62.3,55.0,5450,6.98,7.02,4.36
34854,0.43,Very Good,G,VS1,58.4,60.0,817,4.95,4.98,2.9
34855,0.42,Premium,H,VS2,62.1,57.0,992,4.8,4.76,2.97
34856,0.38,Premium,J,SI1,61.3,59.0,658,4.68,4.62,2.85
34857,1.1,Ideal,H,SI2,62.0,56.5,5002,6.58,6.63,4.09
34858,0.5,Premium,D,SI1,61.3,60.0,1279,5.15,5.1,3.14
34859,0.71,Premium,H,SI1,62.4,59.0,2112,5.65,5.6,3.51
34860,0.25,Ideal,E,VVS1,61.2,57.0,576,4.08,4.12,2.51
34861,1.16,Ideal,G,VS2,62.2,55.0,7600,6.78,6.75,4.21
34862,1.4,Premium,D,SI2,61.8,54.0,8419,7.21,7.16,4.44
34863,1.19,Ideal,F,SI1,62.1,56.0,5937,6.81,6.84,4.24
34864,0.78,Ideal,H,SI2,61.9,54.0,2012,5.89,5.85,3.63
34865,0.32,Ideal,H,VVS1,62.1,54.0,936,4.42,4.4,2.74
